Voter ID,County,Candidate
14019080,Marsh,Khan
11786792,Bamoo,Khan
15882718,Marsh,Correy
14761646,Trandee,Khan
16140949,Marsh,Khan
17979505,Marsh,Khan
16828863,Trandee,Correy
15182263,Marsh,Khan
17206049,Marsh,Li
19503674,Marsh,Khan
18362969,Marsh,Correy
14569144,Marsh,Khan
10604087,Marsh,Khan
11027526,Queen,Khan
18236470,Marsh,Li
11609932,Marsh,Li
14232527,Marsh,Khan
16493214,Marsh,Khan
19672368,Marsh,Khan
16814497,Marsh,Khan
14217022,Queen,Khan
16666089,Bamoo,Khan
17166630,Marsh,Li
11290205,Marsh,Correy
17659805,Marsh,Correy
19231468,Marsh,Khan
17728157,Marsh,Khan
17511229,Marsh,Khan
13549725,Marsh,Li
18975701,Marsh,Correy
14260821,Bamoo,Khan
13432587,Bamoo,Khan
11143858,Queen,Khan
10693825,Trandee,Khan
13598230,Marsh,Khan
16463746,Bamoo,Khan
18559001,Bamoo,Li
19558469,Raffah,Correy
15460701,Marsh,Li
15703573,Bamoo,Correy
14804501,Queen,Correy
16636512,Bamoo,Correy
17626937,Trandee,Khan
14210113,Marsh,Khan
12004149,Marsh,Khan
10388636,Marsh,Khan
13489207,Marsh,Khan
14672765,Bamoo,Li
12362737,Trandee,Correy
13833466,Marsh,Khan
17555948,Queen,Khan
17311733,Queen,Khan
14409180,Marsh,Khan
18132937,Marsh,Correy
17237336,Marsh,Correy
15759459,Raffah,Khan
18325685,Queen,Khan
12244689,Bamoo,Li
11569078,Trandee,Li
12446060,Marsh,Correy
10612116,Marsh,Khan
17139523,Bamoo,Khan
11892871,Marsh,Khan
16435139,Trandee,Correy
17423376,Queen,Khan
12782563,Marsh,Khan
19392943,Queen,Khan
17295301,Marsh,Khan
13251671,Queen,Khan
10082686,Marsh,Khan
14193497,Marsh,Correy
13978733,Marsh,O'Tooley
16995529,Queen,Li
13942552,Marsh,Khan
14817880,Bamoo,Khan
16651846,Queen,Khan
19251537,Marsh,Khan
18498303,Bamoo,Correy
10472921,Marsh,Khan
13718142,Bamoo,Khan
17860466,Queen,Correy
18278841,Marsh,Khan
13028803,Marsh,Khan
17847073,Marsh,Khan
19693481,Queen,Li
10358386,Marsh,Khan
12014634,Marsh,O'Tooley
17814960,Marsh,O'Tooley
10128395,Marsh,Khan
10474588,Raffah,Correy
18317706,Queen,Li
17178929,Marsh,Khan
14603078,Queen,Khan
10698821,Bamoo,Li
16767311,Marsh,Li
17207405,Marsh,Khan
15311036,Bamoo,Khan
16225112,Queen,Khan
12124469,Marsh,Khan
18273637,Marsh,Li
17182530,Marsh,Khan
14226918,Marsh,Khan
13589735,Marsh,Li
12530605,Raffah,Correy
11003504,Marsh,Khan
12874627,Marsh,Khan
16300496,Marsh,Li
17233325,Marsh,Correy
11871423,Marsh,Khan
19539934,Marsh,Khan
14747405,Bamoo,Li
17748925,Marsh,Khan
12238294,Bamoo,Khan
19131019,Marsh,Khan
19022012,Marsh,Li
13756139,Marsh,Li
19960512,Marsh,Khan
13700594,Queen,Li
15518137,Marsh,Khan
14880678,Marsh,Khan
19934599,Marsh,Correy
15219047,Marsh,Khan
18110302,Bamoo,Khan
15795568,Raffah,Khan
13051055,Marsh,Li
11093698,Raffah,Khan
16437880,Marsh,Correy
17415654,Marsh,Li
14389890,Marsh,Khan
11693991,Marsh,Khan
15952380,Bamoo,Khan
14405616,Marsh,Khan
17151051,Marsh,Khan
13849837,Marsh,Li
10730602,Marsh,Khan
14877359,Bamoo,O'Tooley
10085819,Marsh,Khan
18426083,Marsh,Correy
16116505,Marsh,Li
17119005,Marsh,Correy
18751429,Bamoo,Khan
17115647,Marsh,Khan
18356612,Bamoo,Khan
11376873,Marsh,Khan
12627916,Marsh,Khan
16591427,Marsh,Khan
13874193,Queen,Li
17256895,Marsh,Khan
10476494,Marsh,Khan
12958452,Raffah,Khan
15479250,Marsh,Khan
14193698,Marsh,Khan
11800141,Queen,Khan
14926890,Bamoo,Correy
16297626,Marsh,Correy
10772643,Marsh,Correy
13635995,Marsh,Correy
10892825,Queen,Khan
12573111,Marsh,Khan
11989883,Marsh,Correy
16466767,Queen,Li
12518418,Raffah,O'Tooley
15535652,Marsh,Khan
15626548,Marsh,Khan
18009164,Queen,Khan
17682690,Queen,Khan
17231583,Queen,Khan
19750637,Raffah,Khan
16160761,Marsh,Khan
15511040,Marsh,Khan
16164218,Marsh,Khan
13502057,Marsh,Khan
12503598,Marsh,Li
19206987,Bamoo,Correy
18070603,Bamoo,Khan
18524024,Bamoo,Li
14673674,Marsh,O'Tooley
13569537,Marsh,Li
13144514,Marsh,Khan
15760356,Queen,Khan
19280262,Marsh,Khan
12276482,Marsh,Khan
10868863,Raffah,Khan
12281100,Marsh,Li
14747176,Queen,Li
12284691,Bamoo,Li
11553976,Marsh,Khan
16078511,Marsh,Khan
13525214,Marsh,Correy
17596912,Bamoo,Khan
15108392,Queen,Khan
16661309,Marsh,Correy
11870699,Queen,Khan
11980072,Marsh,Khan
19539137,Marsh,Khan
13829378,Marsh,Khan
12118494,Marsh,Khan
10045718,Marsh,Li
14041373,Queen,Li
16056646,Marsh,Khan
11354722,Queen,Correy
13212446,Marsh,Correy
13511939,Queen,Khan
15644645,Marsh,Correy
11559184,Queen,Khan
17784767,Marsh,Khan
18625378,Queen,Correy
16563962,Marsh,Khan
17872766,Marsh,Khan
19509100,Marsh,Correy
10365157,Marsh,Khan
18560882,Marsh,Li
13492613,Marsh,Khan
13318973,Marsh,Khan
10213480,Queen,Khan
16521908,Queen,Khan
15406202,Marsh,Khan
15901534,Marsh,Khan
14925129,Marsh,Li
19550987,Marsh,Khan
18839017,Queen,Khan
10261008,Queen,Khan
16547507,Queen,Khan
18982800,Marsh,Khan
16312474,Marsh,Li
18730595,Marsh,Li
13875724,Marsh,Khan
16079157,Marsh,Khan
11856637,Queen,O'Tooley
19608877,Queen,Li
14713438,Marsh,Correy
18350079,Marsh,Khan
10530568,Queen,Correy
16650703,Marsh,Khan
10107010,Raffah,Khan
11643084,Queen,Khan
10669640,Marsh,Correy
18983690,Marsh,Khan
12710252,Queen,Li
19162708,Marsh,O'Tooley
11368646,Queen,Correy
17568359,Bamoo,Khan
19703470,Marsh,Correy
18993626,Marsh,Li
13081491,Bamoo,Khan
13505076,Queen,Khan
10149754,Marsh,Khan
13009824,Bamoo,Khan
13789840,Marsh,Khan
19886510,Queen,Correy
13426165,Marsh,Correy
16899489,Marsh,Khan
19502133,Queen,Correy
12448915,Marsh,Correy
19818969,Marsh,O'Tooley
12637651,Marsh,Khan
10002212,Queen,Khan
19498175,Raffah,Khan
12214942,Marsh,Correy
15580647,Marsh,Li
19491938,Marsh,Correy
10305348,Bamoo,Khan
11913210,Marsh,Correy
19401424,Marsh,Correy
13732784,Marsh,Khan
12978448,Marsh,Khan
13310577,Marsh,Correy
16458750,Marsh,Li
11774625,Marsh,Khan
14442802,Marsh,Khan
14366929,Marsh,Correy
17016183,Marsh,Khan
19004255,Marsh,Khan
17627835,Queen,Li
13453862,Marsh,Correy
12314756,Marsh,Khan
14291279,Marsh,Khan
11947925,Queen,Khan
10710104,Marsh,Khan
15788012,Queen,Correy
19321939,Marsh,Khan
18528578,Marsh,Correy
10897322,Queen,Correy
16935105,Marsh,Khan
12592739,Marsh,O'Tooley
13339235,Marsh,Khan
19632801,Marsh,Khan
15548700,Marsh,O'Tooley
11465052,Marsh,Correy
11370910,Marsh,Correy
16453908,Marsh,Khan
13629587,Marsh,Khan
15356768,Queen,Khan
16325147,Marsh,Khan
17769725,Marsh,O'Tooley
12105498,Marsh,Khan
10507732,Marsh,Khan
19459459,Raffah,Khan
19963349,Marsh,Khan
11752948,Marsh,Li
12290450,Marsh,Khan
15908748,Marsh,Khan
12522590,Marsh,Khan
18910362,Queen,Khan
16313996,Marsh,Khan
16974822,Marsh,Khan
10744027,Raffah,Khan
17076301,Marsh,Khan
19922925,Marsh,Correy
17113742,Queen,Correy
13381996,Marsh,Khan
18123145,Marsh,Khan
13523876,Bamoo,Correy
17095345,Queen,Correy
11926216,Queen,Khan
19343337,Marsh,Khan
14168851,Marsh,Li
16561592,Marsh,Khan
13856880,Queen,Correy
14774161,Marsh,Khan
19941319,Marsh,Li
11958494,Marsh,Khan
15394688,Trandee,Khan
11651210,Trandee,Khan
10653741,Queen,Khan
11385407,Marsh,Correy
17681116,Marsh,O'Tooley
14936779,Marsh,Correy
15380123,Queen,Correy
15631717,Marsh,Li
11678174,Queen,Li
12097309,Marsh,Khan
12814963,Marsh,Khan
11849685,Marsh,Khan
16040947,Marsh,Khan
12935145,Bamoo,Khan
12030907,Trandee,Khan
17178078,Marsh,Khan
17345499,Marsh,Li
17204626,Bamoo,Khan
19645544,Marsh,Correy
15923887,Marsh,Li
14568776,Queen,Khan
15307980,Marsh,Khan
18521119,Queen,Correy
18442713,Marsh,Khan
12696709,Marsh,Khan
15456388,Queen,Khan
15878466,Queen,Khan
15014073,Marsh,Khan
15169047,Marsh,Khan
19541372,Bamoo,Correy
14710131,Marsh,Khan
19254235,Queen,Khan
18193520,Marsh,Khan
14482589,Queen,Correy
17985807,Marsh,Correy
16008104,Marsh,Khan
16809811,Marsh,Khan
12863292,Marsh,Khan
18602801,Bamoo,Khan
19042709,Marsh,Khan
13970094,Marsh,Khan
17421606,Marsh,Khan
13460706,Marsh,Li
18023910,Marsh,Khan
16052720,Trandee,Khan
17523632,Bamoo,Li
19405762,Marsh,O'Tooley
14717068,Queen,Khan
14151847,Marsh,Khan
16253475,Marsh,Khan
19488190,Marsh,Correy
18929526,Marsh,Khan
19320784,Marsh,Khan
17619297,Bamoo,Khan
12966702,Bamoo,Khan
17466567,Marsh,Li
11785283,Marsh,Khan
10233192,Marsh,Correy
10632065,Marsh,Li
11660023,Queen,Khan
12079636,Marsh,Khan
19792301,Marsh,Khan
17182186,Bamoo,Khan
18351671,Trandee,Khan
18977917,Marsh,Correy
13812682,Marsh,Khan
11608051,Marsh,Li
17009002,Trandee,Khan
16354610,Marsh,Khan
18317128,Marsh,Correy
16488795,Marsh,Khan
12829580,Marsh,Li
10318089,Trandee,Khan
18631187,Queen,Khan
10758975,Marsh,Khan
11893559,Marsh,Correy
11100360,Bamoo,Khan
18006455,Queen,Correy
11355363,Queen,Khan
11826362,Marsh,Correy
14953322,Marsh,Correy
16562779,Marsh,Khan
16617274,Bamoo,Khan
16672955,Queen,Correy
12534871,Bamoo,Khan
15224105,Bamoo,Khan
13496403,Bamoo,Khan
13495556,Queen,Khan
15697362,Queen,Khan
17644826,Queen,O'Tooley
10808773,Marsh,Khan
18587994,Marsh,Khan
16099155,Marsh,O'Tooley
17862685,Queen,Khan
18598353,Trandee,Correy
18246664,Marsh,Khan
13922121,Bamoo,Li
16310550,Marsh,Khan
18582050,Marsh,Khan
17901386,Marsh,O'Tooley
15880467,Marsh,Khan
10916914,Marsh,Li
16103341,Bamoo,Correy
18374111,Queen,Khan
18893589,Marsh,Khan
10603848,Queen,Khan
10016462,Queen,Khan
18439323,Marsh,Khan
15076683,Queen,Khan
10698790,Marsh,Li
10365568,Marsh,Correy
16715467,Queen,Khan
15787338,Queen,Correy
10080995,Marsh,O'Tooley
14565630,Raffah,Khan
18547235,Bamoo,Khan
14846451,Marsh,Khan
13912669,Marsh,Khan
19756861,Marsh,Khan
18107083,Marsh,Khan
11501073,Marsh,Khan
10243518,Marsh,Khan
14115223,Raffah,Khan
15226453,Queen,Khan
11952286,Marsh,Khan
14261274,Marsh,Khan
11884383,Marsh,Correy
18209921,Marsh,Li
16000828,Marsh,Khan
19705648,Marsh,O'Tooley
17098529,Queen,Khan
14682235,Marsh,Khan
16375606,Trandee,Li
12829219,Bamoo,Khan
11215186,Raffah,Khan
13314729,Marsh,Khan
13215226,Marsh,Correy
19386328,Marsh,Khan
14723285,Marsh,Li
19860222,Marsh,Khan
11288421,Bamoo,Correy
15191148,Marsh,Khan
16758676,Marsh,Correy
17245633,Marsh,Khan
12681747,Marsh,Khan
18286562,Marsh,Correy
19177655,Queen,Khan
13873183,Marsh,Khan
11472632,Marsh,Khan
17381872,Marsh,Correy
10630265,Marsh,Khan
12615206,Marsh,Khan
15661600,Queen,Khan
17753987,Marsh,Khan
15773475,Marsh,Khan
19642118,Queen,Correy
12649684,Marsh,Khan
16257592,Marsh,Khan
10132018,Trandee,Correy
11272760,Raffah,Khan
17842762,Queen,Khan
10829474,Marsh,Correy
17941242,Marsh,Khan
17994549,Queen,Khan
14629005,Marsh,Correy
11930086,Marsh,Correy
13173783,Marsh,Correy
18911943,Marsh,Khan
10079684,Marsh,Khan
17576766,Marsh,Correy
17480032,Marsh,Khan
11104274,Queen,Khan
13317841,Bamoo,Correy
13423428,Queen,Khan
18165577,Marsh,Correy
19838649,Marsh,Khan
12253007,Queen,Khan
13553823,Marsh,Khan
10237417,Marsh,Khan
15201297,Queen,Khan
15461861,Marsh,Khan
15291229,Queen,Khan
13514434,Marsh,Khan
11530726,Marsh,Khan
15575263,Bamoo,Khan
14033546,Marsh,Correy
10759771,Marsh,Khan
15908133,Marsh,Khan
10193889,Marsh,Khan
17926426,Bamoo,Khan
16238789,Marsh,Khan
14612346,Marsh,O'Tooley
19280427,Queen,Li
11997625,Queen,Correy
16883196,Queen,Khan
16146562,Marsh,O'Tooley
16586448,Marsh,Correy
15281605,Marsh,Khan
15832107,Queen,Correy
16677831,Marsh,Khan
19500656,Marsh,Khan
17955190,Marsh,Li
19732091,Marsh,Correy
19463225,Marsh,Khan
17161070,Queen,Khan
15778283,Marsh,Khan
14967841,Queen,Khan
17353925,Trandee,Correy
19992394,Marsh,Khan
18112128,Bamoo,Correy
13828181,Marsh,Khan
18610263,Marsh,Correy
18982376,Marsh,Li
10163715,Marsh,Khan
13918725,Marsh,Khan
14509787,Marsh,Khan
19831110,Queen,Khan
16435970,Queen,Khan
15359797,Bamoo,Li
11145593,Marsh,Khan
13370790,Queen,Khan
13570528,Marsh,O'Tooley
13440958,Marsh,Khan
12611177,Queen,Khan
17105798,Marsh,Khan
11625144,Marsh,Khan
15761522,Queen,Li
11324334,Bamoo,Khan
14135885,Marsh,Khan
15039961,Marsh,Correy
12362931,Marsh,Li
18220523,Bamoo,Khan
12106911,Queen,Correy
11047125,Bamoo,Correy
18944019,Trandee,Li
18705983,Queen,Khan
14614552,Queen,O'Tooley
14239913,Queen,Khan
10690305,Marsh,Khan
19809844,Marsh,Correy
16192792,Marsh,Khan
15200392,Marsh,Khan
10510985,Marsh,Correy
15407053,Queen,Li
19927453,Marsh,Correy
16362077,Marsh,Khan
15965483,Marsh,Khan
10868568,Marsh,Correy
13263282,Marsh,Khan
12611566,Marsh,Khan
11276727,Marsh,Khan
10739325,Bamoo,Khan
18004766,Marsh,Li
17934937,Queen,Correy
13275095,Marsh,Khan
17273399,Queen,Khan
19759791,Marsh,Li
18435264,Queen,Li
13519288,Marsh,Khan
15018233,Marsh,Correy
10757134,Queen,Khan
16679740,Queen,Khan
13234617,Queen,Correy
11468038,Marsh,Li
10260244,Marsh,Li
10542561,Marsh,Khan
12530872,Marsh,Khan
13537606,Marsh,Correy
19063783,Bamoo,Khan
18392130,Queen,Li
16293759,Marsh,O'Tooley
18500041,Bamoo,Correy
17967730,Queen,Khan
19109016,Queen,Khan
11429749,Marsh,Khan
19597635,Marsh,Khan
18663650,Marsh,Khan
12315055,Marsh,Khan
14525398,Queen,Khan
14568800,Marsh,Khan
16728105,Queen,Khan
12263329,Bamoo,Khan
19720793,Marsh,Khan
16936967,Queen,Correy
19113001,Marsh,Khan
14541915,Marsh,Khan
17537015,Trandee,Khan
19398394,Marsh,Correy
15566856,Queen,Khan
10636183,Marsh,Khan
15190185,Marsh,Khan
10293995,Marsh,Khan
12374458,Marsh,Khan
17445441,Marsh,Khan
15016765,Marsh,Khan
19120478,Marsh,Khan
19717621,Marsh,Correy
15275791,Bamoo,Khan
10150527,Marsh,Khan
14525105,Queen,Li
18672735,Bamoo,Li
17516014,Marsh,Khan
19170697,Bamoo,Khan
14925499,Bamoo,Khan
14802257,Marsh,Khan
17390349,Bamoo,Khan
16014394,Trandee,Khan
11312816,Bamoo,Correy
11048650,Marsh,Correy
17835438,Marsh,Khan
18936846,Marsh,Khan
18488490,Marsh,Khan
18942852,Marsh,Khan
15031395,Marsh,Khan
14333228,Marsh,Khan
11550018,Marsh,Li
16694123,Marsh,Khan
17356853,Bamoo,Li
17508585,Marsh,Khan
13964706,Marsh,Khan
15103165,Marsh,Khan
10099438,Bamoo,Khan
16518898,Marsh,O'Tooley
16614253,Marsh,Khan
14874964,Marsh,Khan
16497073,Marsh,Correy
17848037,Marsh,O'Tooley
15779541,Queen,Khan
11948547,Queen,Li
16463273,Queen,Khan
12403735,Queen,Khan
15937226,Marsh,Khan
13125435,Bamoo,Li
12190949,Queen,Li
19513860,Marsh,Correy
15905926,Marsh,Khan
15176718,Marsh,Khan
19140009,Marsh,Khan
16744840,Marsh,Khan
16025164,Marsh,Correy
10826576,Queen,Correy
10896046,Bamoo,Khan
14178455,Queen,Khan
15751284,Marsh,Correy
12904469,Queen,Khan
12017769,Marsh,Correy
10504472,Marsh,Khan
12152312,Marsh,Khan
14506742,Raffah,O'Tooley
10932984,Marsh,Khan
11024787,Queen,Khan
18569158,Marsh,Khan
10794135,Marsh,Khan
15370895,Marsh,Khan
17230170,Marsh,Correy
16613430,Marsh,Correy
14546493,Bamoo,Khan
18486078,Marsh,Correy
12153980,Bamoo,Khan
13887424,Marsh,Khan
15983084,Marsh,Correy
10471717,Marsh,Khan
13965976,Bamoo,Li
13369898,Queen,Correy
16047213,Trandee,Khan
15205782,Marsh,Khan
15059717,Marsh,Khan
13858754,Bamoo,Khan
19959248,Bamoo,Khan
12921197,Queen,Li
12760709,Marsh,Li
14364498,Marsh,O'Tooley
14755887,Marsh,Khan
11714568,Queen,Khan
11484277,Marsh,Khan
18289043,Queen,Correy
16999718,Bamoo,Khan
16283132,Marsh,Khan
17004352,Marsh,Khan
18389764,Marsh,Correy
19320652,Trandee,Correy
18277135,Marsh,Khan
11441458,Marsh,Khan
12891201,Marsh,Correy
11575282,Marsh,Correy
17023476,Marsh,Correy
11942891,Marsh,Li
17376736,Marsh,Khan
19150954,Queen,Correy
13277344,Queen,Khan
10021795,Queen,Li
12057695,Marsh,Khan
19816893,Raffah,Li
15381712,Marsh,Khan
13703129,Bamoo,Khan
19638868,Bamoo,Khan
17080146,Marsh,Correy
17263189,Marsh,Khan
18844511,Queen,Correy
12781551,Queen,Correy
14174295,Queen,Correy
16651132,Bamoo,Khan
12763878,Queen,Khan
18281523,Marsh,Li
12728954,Marsh,Khan
18880936,Marsh,Li
10766931,Queen,Li
11252871,Marsh,Khan
12601854,Marsh,Khan
14449237,Marsh,Khan
11674159,Raffah,Khan
14527060,Raffah,Correy
14587472,Queen,Correy
11639808,Bamoo,Li
19757806,Marsh,Correy
10920721,Marsh,Khan
18172757,Queen,Correy
19095696,Marsh,Khan
18270899,Marsh,Li
16569710,Marsh,Khan
11991285,Marsh,Khan
19099527,Marsh,Correy
17593697,Marsh,Khan
19205818,Marsh,Li
11889966,Bamoo,Correy
18168114,Marsh,Khan
12709888,Marsh,Correy
10217051,Marsh,Khan
11244311,Marsh,Correy
15434166,Marsh,Khan
14717874,Marsh,O'Tooley
17171356,Marsh,Khan
17251086,Marsh,Khan
17829363,Queen,Khan
13989438,Marsh,O'Tooley
19505326,Queen,Khan
19135980,Raffah,Li
16166845,Bamoo,Khan
18731333,Queen,O'Tooley
13146468,Queen,Khan
10572829,Marsh,Khan
13669413,Marsh,Khan
10468629,Marsh,Khan
11577925,Marsh,Khan
12456393,Marsh,Khan
14075528,Queen,O'Tooley
14241849,Marsh,Correy
13727468,Marsh,Khan
17890431,Marsh,Correy
15664751,Queen,Li
17417268,Marsh,Khan
19711471,Marsh,Li
17029513,Marsh,Correy
12261153,Marsh,Correy
11062633,Marsh,Khan
16235646,Marsh,Khan
10467490,Marsh,O'Tooley
19365483,Bamoo,Khan
12320694,Queen,Correy
18511628,Marsh,Correy
15794505,Queen,Khan
19591491,Bamoo,Li
17795626,Queen,Khan
10287018,Queen,Li
10010178,Marsh,Khan
19000011,Marsh,Khan
17394769,Marsh,Khan
18104873,Marsh,Khan
16071505,Queen,Khan
15833937,Queen,Khan
17193254,Marsh,Khan
17998572,Marsh,Li
15818399,Queen,Li
18140893,Marsh,Khan
18678393,Marsh,Khan
16054630,Bamoo,Khan
12523367,Marsh,Khan
18984240,Marsh,Khan
11090521,Queen,Li
14775886,Marsh,Correy
12557085,Queen,Li
15788494,Bamoo,Khan
13841018,Queen,Correy
11780583,Marsh,Khan
15937683,Queen,Khan
15204375,Marsh,Khan
16282157,Marsh,Li
12984805,Queen,Li
13719229,Bamoo,Khan
18335902,Queen,Khan
16944374,Bamoo,Khan
12604074,Marsh,Correy
18573110,Queen,Khan
19903909,Bamoo,Correy
19446272,Queen,Correy
19631218,Marsh,Li
14285128,Marsh,Khan
17880379,Marsh,Khan
10299953,Marsh,Khan
15814301,Marsh,Khan
19616608,Queen,Khan
13756337,Queen,Khan
15380954,Queen,Khan
16332214,Marsh,Khan
15572351,Raffah,Li
15561346,Marsh,Khan
12312502,Marsh,Khan
16220509,Marsh,Khan
19938956,Marsh,Khan
12051762,Queen,Khan
19090849,Queen,Khan
17661404,Queen,Khan
19783805,Raffah,Khan
17054375,Marsh,Khan
13369849,Bamoo,Khan
10803004,Marsh,Li
16247124,Bamoo,Khan
13019914,Marsh,Khan
10873997,Marsh,Li
10162149,Queen,Khan
16527865,Marsh,Li
16091818,Marsh,Khan
14157289,Queen,Khan
11762730,Bamoo,Khan
10080480,Marsh,Khan
13107255,Marsh,Khan
12990618,Marsh,Khan
19657590,Marsh,Khan
15978970,Marsh,Correy
10332961,Marsh,Li
18904517,Marsh,Correy
11424213,Queen,Khan
15497485,Marsh,Khan
10851508,Marsh,Li
12066946,Marsh,Li
18277457,Marsh,Correy
17537408,Queen,Khan
14895107,Marsh,O'Tooley
11342401,Marsh,Khan
18781432,Raffah,O'Tooley
11689936,Marsh,Khan
19644368,Marsh,Khan
19181819,Marsh,Li
18197269,Marsh,Khan
14787577,Marsh,Khan
10948476,Queen,Khan
11551391,Marsh,Khan
14732926,Marsh,Li
17485655,Marsh,Khan
15204485,Marsh,Li
19596650,Marsh,Khan
15358134,Queen,O'Tooley
17627423,Marsh,Correy
17183823,Marsh,Khan
18468442,Marsh,Li
18954967,Marsh,Khan
13686337,Queen,Khan
16121527,Bamoo,Khan
17758133,Queen,Khan
18505515,Marsh,Khan
16299733,Marsh,Khan
15270086,Marsh,Khan
15606839,Marsh,Khan
14037346,Queen,Correy
10069223,Marsh,Correy
15425505,Bamoo,Khan
15766673,Marsh,Khan
19628723,Marsh,Khan
19316762,Marsh,Correy
12578247,Bamoo,Khan
13843070,Marsh,Khan
10953571,Queen,O'Tooley
15318118,Queen,Khan
19863581,Marsh,Li
11939055,Marsh,Khan
15204721,Marsh,Khan
10011968,Marsh,Khan
11476888,Marsh,Khan
16104635,Marsh,Khan
13060822,Bamoo,Khan
17686940,Queen,Correy
14137907,Marsh,Correy
17744914,Marsh,Khan
10074906,Marsh,Khan
15760600,Marsh,Li
13421600,Bamoo,Khan
10784324,Marsh,Khan
16942759,Marsh,Li
18861072,Marsh,Khan
11271688,Marsh,Correy
16718195,Marsh,Correy
19135905,Marsh,Li
14184655,Marsh,Khan
12646077,Marsh,Correy
13614481,Marsh,Khan
19429772,Marsh,Khan
17300098,Bamoo,Correy
17715645,Queen,Khan
18801396,Marsh,Li
17775416,Marsh,Li
11509026,Queen,Khan
17616353,Marsh,Khan
19049369,Marsh,Khan
16342866,Queen,Correy
10608280,Marsh,Khan
